ATLANTYS1	AT2TE18830	96.162	2684	72	9	4456	7129	4150	6812	0.0	4357
ATLANTYS1	AT2TE18830	95.928	442	16	2	1	441	1	441	0.0	715
ATLANTYS1	AT2TE18830	95.928	442	16	2	11151	11591	1	441	0.0	715
ATLANTYS1	AT2TE18830	96.183	393	15	0	1	393	9693	10085	0.0	643
ATLANTYS1	AT2TE18830	95.833	48	2	0	11620	11667	437	484	9.32e-15	78.7
ATLANTYS1	AT4TE14330	94.609	3580	175	7	5293	8869	3721	7285	0.0	5526
ATLANTYS1	AT4TE14330	93.882	1945	101	7	690	2627	3	1936	0.0	2916
ATLANTYS1	AT4TE14330	95.264	1816	61	8	2655	4470	1931	3721	0.0	2854
ATLANTYS1	AT4TE14330	92.271	841	60	3	9353	10191	7295	8132	0.0	1188
ATLANTYS1	AT5TE41110	90.414	4131	333	39	3567	7682	2300	6382	0.0	5376
ATLANTYS1	AT5TE41110	89.202	2343	194	29	1	2324	1	2303	0.0	2870
ATLANTYS1	AT5TE41110	82.973	1063	161	10	7653	8701	6305	7361	0.0	942
ATLANTYS1	AT5TE41110	90.403	521	42	8	11151	11667	1	517	0.0	678
ATLANTYS1	AT1TE51615	95.484	3366	130	6	4126	7477	2292	5649	0.0	5354
ATLANTYS1	AT1TE51615	93.878	3267	183	12	8408	11667	6110	9366	0.0	4909
ATLANTYS1	AT1TE51615	96.468	2293	78	3	1796	4087	1	2291	0.0	3783
ATLANTYS1	AT1TE51615	96.146	519	18	1	1	517	8848	9366	0.0	846
ATLANTYS1	AT1TE51615	94.624	465	25	0	7534	7998	5651	6115	0.0	721
ATLANTYS1	AT1TE45800	95.069	3265	156	5	5794	9057	21	3281	0.0	5132
ATLANTYS1	AT1TE45800	93.076	1661	113	2	9160	10819	3311	4970	0.0	2429
ATLANTYS1	AT4TE16725	90.067	3886	330	20	1670	5540	201	4045	0.0	4987
ATLANTYS1	AT4TE16725	84.481	3557	450	57	5589	9112	4052	7539	0.0	3417
ATLANTYS1	AT4TE16725	82.395	2539	362	58	9157	11667	7543	10024	0.0	2134
ATLANTYS1	AT4TE16725	88.846	520	48	9	1	517	9512	10024	0.0	630
ATLANTYS1	AT4TE16725	92.195	205	16	0	1409	1613	1	205	1.10e-78	291
ATLANTYS1	AT2TE20960	93.696	3268	178	9	3598	6862	411	3653	0.0	4868
ATLANTYS1	AT2TE20960	88.802	2036	189	20	7053	9068	3790	5806	0.0	2460
ATLANTYS1	AT2TE20960	90.902	1275	99	15	10398	11667	5834	7096	0.0	1696
ATLANTYS1	AT2TE20960	94.208	518	28	2	1	517	6580	7096	0.0	789
ATLANTYS1	AT2TE20960	92.494	413	30	1	3098	3509	1	413	9.68e-169	590
ATLANTYS1	AT2TE20960	91.228	114	10	0	6736	6849	3602	3715	4.19e-38	156
ATLANTYS1	AT5TE45090	91.110	3566	284	15	1143	4707	682	4215	0.0	4798
ATLANTYS1	AT5TE45090	92.465	2641	190	6	4757	7392	4215	6851	0.0	3766
ATLANTYS1	AT5TE45090	84.302	3096	373	42	8609	11667	7373	10392	0.0	2920
ATLANTYS1	AT5TE45090	90.173	519	39	3	1	517	9884	10392	0.0	665
ATLANTYS1	AT5TE45090	86.760	574	46	9	1	571	1	547	2.07e-175	612
ATLANTYS1	AT5TE45090	84.924	524	77	2	8040	8562	6852	7374	2.14e-150	529
ATLANTYS1	AT5TE45090	85.769	520	44	9	11151	11667	1	493	9.96e-149	523
ATLANTYS1	AT5TE45090	86.842	76	9	1	6736	6810	6268	6343	2.00e-16	84.2
ATLANTYS1	AT4TE15475	92.423	3207	219	14	4176	7371	3231	6424	0.0	4554
ATLANTYS1	AT4TE15475	89.294	1317	138	3	512	1827	459	1773	0.0	1648
ATLANTYS1	AT4TE15475	91.699	1024	84	1	1928	2951	1791	2813	0.0	1419
ATLANTYS1	AT4TE15475	93.432	472	24	5	1	470	1	467	0.0	693
ATLANTYS1	AT4TE15475	93.432	472	24	5	11151	11620	1	467	0.0	693
ATLANTYS1	AT4TE15475	93.128	422	29	0	3702	4123	2813	3234	1.24e-177	619
ATLANTYS1	AT2TE21765	92.116	3082	238	5	2704	5783	1936	5014	0.0	4340
ATLANTYS1	AT2TE21765	87.756	1903	179	23	9785	11667	7839	9707	0.0	2174
ATLANTYS1	AT2TE21765	91.566	1577	119	3	863	2431	368	1938	0.0	2163
ATLANTYS1	AT2TE21765	89.211	1344	129	11	6913	8249	5631	6965	0.0	1664
ATLANTYS1	AT2TE21765	92.092	607	39	1	6246	6852	5031	5628	0.0	846
ATLANTYS1	AT2TE21765	85.714	798	101	7	8296	9081	6977	7773	0.0	830
ATLANTYS1	AT2TE21765	93.064	519	33	3	1	517	9190	9707	0.0	756
ATLANTYS1	AT2TE21765	89.415	359	25	8	1	356	1	349	1.03e-123	440
ATLANTYS1	AT2TE21765	89.415	359	25	8	11151	11506	1	349	1.03e-123	440
ATLANTYS1	AT2TE21765	95.385	65	2	1	9691	9755	7774	7837	5.53e-22	102
ATLANTYS1	AT1TE46635	96.908	2555	64	9	5742	8294	4972	7513	0.0	4266
ATLANTYS1	AT1TE46635	95.762	2643	76	5	3071	5703	2347	4963	0.0	4228
ATLANTYS1	AT1TE46635	93.645	1495	71	11	9026	10518	7526	8998	0.0	2213
ATLANTYS1	AT1TE46635	96.325	1143	42	0	1857	2999	1195	2337	0.0	1879
ATLANTYS1	AT1TE46635	94.719	1174	44	7	1	1173	1	1157	0.0	1808
ATLANTYS1	AT1TE46635	93.909	1100	58	8	10572	11665	9013	10109	0.0	1652
ATLANTYS1	AT1TE46635	93.798	516	31	1	1	515	9594	10109	0.0	774
ATLANTYS1	AT1TE46635	92.843	517	21	8	11151	11667	1	501	0.0	736
ATLANTYS1	AT4TE13555	90.179	3177	292	5	1569	4738	663	3826	0.0	4120
ATLANTYS1	AT4TE13555	89.655	609	60	2	63	670	19	625	0.0	773
ATLANTYS1	AT4TE13555	89.693	456	44	2	11213	11667	19	472	2.10e-165	579
ATLANTYS1	AT3TE51535	94.051	2454	127	13	9221	11667	7958	10399	0.0	3705
ATLANTYS1	AT3TE51535	96.258	1844	52	5	5153	6981	4027	5868	0.0	3007
ATLANTYS1	AT3TE51535	94.324	1850	51	20	3279	5127	2235	4031	0.0	2785
ATLANTYS1	AT3TE51535	93.436	1432	51	15	7018	8435	5867	7269	0.0	2084
ATLANTYS1	AT3TE51535	96.883	738	23	0	1827	2564	1499	2236	0.0	1236
ATLANTYS1	AT3TE51535	95.032	785	27	4	1	784	1	774	0.0	1223
ATLANTYS1	AT3TE51535	96.281	726	24	2	892	1616	775	1498	0.0	1188
ATLANTYS1	AT3TE51535	93.623	690	44	0	8482	9171	7270	7959	0.0	1031
ATLANTYS1	AT3TE51535	95.753	518	21	1	1	517	9882	10399	0.0	833
ATLANTYS1	AT3TE51535	94.208	518	20	2	11151	11667	1	509	0.0	782
ATLANTYS1	AT4TE16165	93.831	2302	133	7	7653	9949	5632	7929	0.0	3456
ATLANTYS1	AT4TE16165	92.748	2289	130	18	1	2265	1	2277	0.0	3275
ATLANTYS1	AT4TE16165	95.922	1275	50	1	5090	6364	3249	4521	0.0	2065
ATLANTYS1	AT4TE16165	97.041	980	26	1	4070	5049	2274	3250	0.0	1646
ATLANTYS1	AT4TE16165	93.611	1080	53	12	6631	7702	4655	5726	0.0	1598
ATLANTYS1	AT4TE16165	94.208	518	28	1	11151	11666	1	518	0.0	789
ATLANTYS1	AT4TE16165	94.684	301	15	1	10090	10389	7938	8238	1.70e-131	466
ATLANTYS1	AT4TE16165	98.947	95	1	0	6484	6578	4563	4657	1.50e-42	171
ATLANTYS1	AT2TE21760	86.371	3133	341	39	6692	9804	1901	4967	0.0	3341
ATLANTYS1	AT2TE21760	93.124	1876	115	10	4792	6657	31	1902	0.0	2737
ATLANTYS1	AT2TE21760	88.394	1301	125	15	10384	11667	5005	6296	0.0	1543
ATLANTYS1	AT2TE21760	93.243	518	32	3	1	517	5781	6296	0.0	760
ATLANTYS1	AT4TE19830	92.980	2265	148	2	4551	6815	1	2254	0.0	3291
ATLANTYS1	AT4TE19830	83.546	3215	405	47	6737	9924	2251	5368	0.0	2892
ATLANTYS1	AT4TE19830	85.927	1677	182	24	10011	11667	5387	7029	0.0	1740
ATLANTYS1	AT4TE19830	88.439	519	34	13	1	517	6535	7029	1.24e-172	603
ATLANTYS1	AT5TE46090	95.931	1966	77	2	5056	7021	3	1965	0.0	3184
ATLANTYS1	AT5TE46090	94.725	1744	90	2	7147	8888	1965	3708	0.0	2710
ATLANTYS1	AT5TE46090	96.703	273	6	3	9723	9995	3719	3988	4.77e-127	451
ATLANTYS1	AT2TE20735	85.856	2821	359	24	6253	9051	3492	6294	0.0	2963
ATLANTYS1	AT2TE20735	90.723	1757	154	8	2709	4460	1512	3264	0.0	2333
ATLANTYS1	AT2TE20735	87.108	1435	153	17	1	1433	1	1405	0.0	1596
ATLANTYS1	AT2TE20735	89.709	826	81	4	10843	11667	6569	7391	0.0	1051
ATLANTYS1	AT2TE20735	90.927	518	44	3	11151	11667	1	516	0.0	693
ATLANTYS1	AT2TE20735	90.734	518	45	3	1	517	6876	7391	0.0	688
ATLANTYS1	AT2TE20735	89.450	218	22	1	5221	5437	3274	3491	1.11e-73	274
ATLANTYS1	AT2TE20735	87.912	91	4	1	1493	1576	1422	1512	1.99e-21	100
ATLANTYS1	AT2TE11050	79.873	3945	649	88	7773	11667	718	4567	0.0	2752
ATLANTYS1	AT2TE11050	86.831	691	80	11	1	687	1	684	0.0	761
ATLANTYS1	AT2TE11050	86.564	521	60	10	11151	11667	1	515	1.63e-161	566
ATLANTYS1	AT2TE11050	84.483	522	62	15	1	517	4060	4567	6.04e-141	497
ATLANTYS1	AT4TE14185	85.344	2511	289	29	3670	6174	1258	3695	0.0	2525
ATLANTYS1	AT4TE14185	85.331	1043	137	8	2093	3134	1	1028	0.0	1064
ATLANTYS1	AT4TE14185	88.068	176	20	1	3443	3618	1076	1250	1.14e-53	207
ATLANTYS1	AT1TE45815	95.609	1321	32	2	2880	4200	543	1837	0.0	2095
ATLANTYS1	AT1TE45815	95.733	539	23	0	2314	2852	14	552	0.0	869
ATLANTYS1	AT3TE57060	87.914	1390	161	2	2584	3973	579	1961	0.0	1629
ATLANTYS1	AT3TE57060	85.547	1024	125	18	6100	7113	2353	3363	0.0	1050
ATLANTYS1	AT3TE57060	77.905	1136	198	40	7086	8201	3367	4469	0.0	658
ATLANTYS1	AT3TE57060	83.333	594	65	21	1	587	2	568	4.63e-147	518
ATLANTYS1	AT3TE57060	81.870	524	61	21	11151	11667	2	498	8.09e-115	411
ATLANTYS1	AT3TE57060	83.495	412	49	8	4076	4487	1961	2353	1.78e-101	366
ATLANTYS1	AT1TE48045	90.440	1067	100	1	1869	2935	1274	2338	0.0	1404
ATLANTYS1	AT1TE48045	89.381	970	88	10	4	970	1	958	0.0	1206
ATLANTYS1	AT1TE48045	89.535	516	41	8	11154	11667	1	505	0.0	641
ATLANTYS1	AT1TE48045	93.309	269	18	0	4811	5079	2342	2610	6.30e-111	398
ATLANTYS1	AT1TE48045	95.775	71	3	0	5149	5219	2605	2675	7.11e-26	115
ATLANTYS1	AT3TE50890	84.948	1156	157	14	5641	6790	1829	2973	0.0	1155
ATLANTYS1	AT3TE50890	82.572	1291	222	3	3751	5041	265	1552	0.0	1134
ATLANTYS1	AT3TE50890	79.444	360	55	14	7179	7524	3264	3618	1.45e-62	237
ATLANTYS1	AT3TE50890	84.889	225	30	4	295	517	6494	6716	1.13e-58	224
ATLANTYS1	AT3TE50890	84.889	225	30	4	11445	11667	6494	6716	1.13e-58	224
ATLANTYS1	AT2TE20450	77.386	2043	379	66	9664	11667	1	1999	0.0	1136
ATLANTYS1	AT2TE20450	83.939	523	72	11	1	517	1483	1999	1.01e-138	490
ATLANTYS1	AT4TE17065	79.767	1290	214	35	1	1261	2	1273	0.0	893
ATLANTYS1	AT4TE17065	83.077	520	81	6	11151	11667	2	517	1.70e-131	466
ATLANTYS1	AT1TE53315	97.679	517	12	0	1	517	7	523	0.0	889
ATLANTYS1	AT1TE53315	97.679	517	12	0	11151	11667	7	523	0.0	889
ATLANTYS1	AT1TE51600	96.905	517	16	0	1	517	1	517	0.0	867
ATLANTYS1	AT1TE51600	96.905	517	16	0	11151	11667	1	517	0.0	867
ATLANTYS1	AT5TE45105	90.469	640	54	6	11027	11664	591	1225	0.0	837
ATLANTYS1	AT5TE45105	94.186	516	27	3	1	514	711	1225	0.0	784
ATLANTYS1	AT5TE45105	82.653	588	81	13	10351	10923	1	582	4.67e-142	501
ATLANTYS1	AT2TE18880	96.109	514	17	2	1	511	25	538	0.0	835
ATLANTYS1	AT2TE18880	96.109	514	17	2	11151	11661	25	538	0.0	835
ATLANTYS1	AT5TE44705	95.155	516	23	2	1	515	1	515	0.0	813
ATLANTYS1	AT5TE44705	95.155	516	23	2	11151	11665	1	515	0.0	813
ATLANTYS1	AT5TE46075	94.412	519	27	1	1	517	1	519	0.0	797
ATLANTYS1	AT5TE46075	94.412	519	27	1	11151	11667	1	519	0.0	797
ATLANTYS1	AT3TE51260	94.595	518	17	2	1	517	5	512	0.0	791
ATLANTYS1	AT3TE51260	94.595	518	17	2	11151	11667	5	512	0.0	791
ATLANTYS1	AT5TE46105	74.820	1807	374	62	9890	11667	992	2746	0.0	741
ATLANTYS1	AT2TE12430	93.725	494	21	3	2	494	1	485	0.0	732
ATLANTYS1	AT2TE12430	93.725	494	21	3	11152	11644	1	485	0.0	732
ATLANTYS1	AT1TE44775	91.522	519	40	4	1	517	23	539	0.0	712
ATLANTYS1	AT1TE44775	91.522	519	40	4	11151	11667	23	539	0.0	712
ATLANTYS1	AT2TE22265	88.654	520	53	6	1	517	27	543	2.05e-180	628
ATLANTYS1	AT2TE22265	88.654	520	53	6	11151	11667	27	543	2.05e-180	628
ATLANTYS1	AT2TE17550	85.282	496	70	3	6368	6863	1	493	2.79e-144	508
ATLANTYS1	AT1TE44765	83.269	520	64	16	1	515	2	503	1.02e-128	457
ATLANTYS1	AT1TE44765	83.269	520	64	16	11151	11665	2	503	1.02e-128	457
ATLANTYS1	AT5TE45125	90.256	195	15	4	1	192	8	201	5.19e-67	252
ATLANTYS1	AT5TE45125	90.256	195	15	4	11151	11342	8	201	5.19e-67	252
ATLANTYS1	AT4TE18570	99.115	113	1	0	403	515	1	113	1.47e-52	204
ATLANTYS1	AT4TE18570	99.115	113	1	0	11553	11665	1	113	1.47e-52	204
ATLANTYS1	AT3TE61190	93.671	79	5	0	409	487	1	79	5.49e-27	119
ATLANTYS1	AT3TE61190	93.671	79	5	0	11559	11637	1	79	5.49e-27	119
